Date,Unit,Amount Of Admissions
2023-03-12,1,10
2023-03-13,1,12
2023-03-14,1,13
2023-03-15,1,12
2023-03-16,1,12
2023-03-17,1,12
2023-03-18,1,8
2023-03-19,1,11
2023-03-20,1,16
2023-03-21,1,14
2023-03-22,1,12
2023-03-23,1,13
2023-03-24,1,12
2023-03-25,1,12
2023-03-26,1,14
2023-03-27,1,12
2023-03-28,1,11
2023-03-29,1,11
2023-03-30,1,10
2023-03-31,1,10
2023-04-01,1,8
2023-04-02,1,15
2023-04-03,1,19
2023-04-04,1,10
2023-04-05,1,9
2023-04-06,1,9
2023-04-07,1,12
2023-04-08,1,12
2023-04-09,1,15
2023-04-10,1,13
2023-04-11,1,12
2023-04-12,1,7
2023-04-13,1,12
2023-04-14,1,14
2023-04-15,1,11
2023-04-16,1,12
2023-04-17,1,15
2023-04-18,1,12
2023-04-19,1,18
2023-04-20,1,10
2023-04-21,1,7
2023-04-22,1,8
2023-04-23,1,14
2023-04-24,1,10
2023-04-25,1,9
2023-04-26,1,11
2023-04-27,1,13
2023-04-28,1,10
2023-04-29,1,6
2023-04-30,1,14
2023-05-01,1,13
2023-05-02,1,13
2023-05-03,1,13
2023-05-04,1,10
2023-05-05,1,14
2023-05-06,1,7
2023-05-07,1,17
2023-05-08,1,13
2023-05-09,1,13
2023-05-10,1,10
2023-05-11,1,16
2023-05-12,1,12
2023-05-13,1,10
2023-05-14,1,12
2023-05-15,1,11
2023-05-16,1,13
2023-05-17,1,10
2023-05-18,1,11
2023-05-19,1,8
2023-05-20,1,9
2023-05-21,1,14
2023-05-22,1,16
2023-05-23,1,14
2023-05-24,1,16
2023-05-25,1,6
2023-05-26,1,6
2023-05-27,1,6
2023-05-28,1,15
2023-05-29,1,12
2023-05-30,1,13
2023-05-31,1,11
2023-06-01,1,11
2023-06-02,1,9
2023-06-03,1,7
2023-06-04,1,12
2023-06-05,1,13
2023-06-06,1,14
2023-06-07,1,14
2023-06-08,1,12
2023-06-09,1,10
2023-06-10,1,7
2023-06-11,1,14
2023-06-12,1,16
2023-06-13,1,8
2023-06-14,1,15
2023-06-15,1,13
2023-06-16,1,9
2023-06-17,1,8
2023-06-18,1,13
2023-06-19,1,14
2023-06-20,1,12
2023-06-21,1,11
2023-06-22,1,10
2023-06-23,1,9
2023-06-24,1,10
2023-06-25,1,12
2023-06-26,1,15
2023-06-27,1,8
2023-06-28,1,14
2023-06-29,1,14
2023-06-30,1,10
2023-07-01,1,13
2023-07-02,1,12
2023-07-03,1,13
2023-07-04,1,11
2023-07-05,1,14
2023-07-06,1,12
2023-07-07,1,8
2023-07-08,1,9
2023-07-09,1,15
2023-07-10,1,17
2023-07-11,1,16
2023-07-12,1,11
2023-07-13,1,10
2023-07-14,1,10
2023-07-15,1,9
2023-07-16,1,16
2023-07-17,1,12
2023-07-18,1,14
2023-07-19,1,15
2023-07-20,1,12
2023-07-21,1,8
2023-07-22,1,7
2023-07-23,1,13
2023-07-24,1,13
2023-07-25,1,15
2023-07-26,1,8
2023-07-27,1,16
2023-07-28,1,8
2023-07-29,1,8
2023-07-30,1,16
2023-07-31,1,11
2023-08-01,1,16
2023-08-02,1,15
2023-08-03,1,14
2023-08-04,1,6
2023-08-05,1,9
2023-08-06,1,13
2023-08-07,1,11
2023-08-08,1,14
2023-08-09,1,8
2023-08-10,1,10
2023-08-11,1,10
2023-08-12,1,10
2023-08-13,1,15
2023-08-14,1,14
2023-08-15,1,13
2023-08-16,1,12
2023-08-17,1,12
2023-08-18,1,9
2023-08-19,1,4
2023-08-20,1,11
2023-08-21,1,12
2023-08-22,1,11
2023-08-23,1,8
2023-08-24,1,14
2023-08-25,1,10
2023-08-26,1,10
2023-08-27,1,12
2023-08-28,1,11
2023-08-29,1,14
2023-08-30,1,9
2023-08-31,1,9
2023-09-01,1,8
2023-09-02,1,8
2023-09-03,1,13
2023-09-04,1,15
2023-09-05,1,11
2023-09-06,1,14
2023-09-07,1,10
2023-09-08,1,12
2023-09-09,1,15
2023-09-10,1,13
2023-09-11,1,12
2023-09-12,1,15
2023-09-13,1,14
2023-09-14,1,11
2023-09-15,1,7
2023-09-16,1,8
2023-09-17,1,10
2023-09-18,1,17
2023-09-19,1,9
2023-09-20,1,18
2023-09-21,1,13
2023-09-22,1,11
2023-09-23,1,8
2023-09-24,1,12
2023-09-25,1,10
2023-09-26,1,13
2023-09-27,1,16
2023-09-28,1,12
2023-09-29,1,14
2023-09-30,1,8
2023-10-01,1,11
2023-10-02,1,14
2023-10-03,1,10
2023-10-04,1,10
2023-10-05,1,9
2023-10-06,1,9
2023-10-07,1,9
2023-10-08,1,10
2023-10-09,1,15
2023-10-10,1,13
2023-10-11,1,14
2023-10-12,1,11
2023-10-13,1,7
2023-10-14,1,7
2023-10-15,1,12
2023-10-16,1,11
2023-10-17,1,14
2023-10-18,1,11
2023-10-19,1,15
2023-10-20,1,9
2023-10-21,1,10
2023-10-22,1,12
2023-10-23,1,14
2023-10-24,1,13
2023-10-25,1,16
2023-10-26,1,14
2023-10-27,1,13
2023-10-28,1,8
2023-10-29,1,17
2023-10-30,1,15
2023-10-31,1,12
2023-11-01,1,12
2023-11-02,1,10
2023-11-03,1,8
2023-11-04,1,12
2023-11-05,1,14
2023-11-06,1,10
2023-11-07,1,8
2023-11-08,1,8
2023-11-09,1,14
2023-11-10,1,7
2023-11-11,1,8
2023-11-12,1,11
2023-11-13,1,17
2023-11-14,1,15
2023-11-15,1,14
2023-11-16,1,12
2023-11-17,1,11
2023-11-18,1,9
2023-11-19,1,13
2023-11-20,1,11
2023-11-21,1,12
2023-11-22,1,13
2023-11-23,1,8
2023-11-24,1,8
2023-11-25,1,9
2023-11-26,1,16
2023-11-27,1,11
2023-11-28,1,13
2023-11-29,1,13
2023-11-30,1,11
2023-12-01,1,8
2023-12-02,1,7
2023-12-03,1,14
2023-12-04,1,12
2023-12-05,1,12
2023-12-06,1,17
2023-12-07,1,13
2023-12-08,1,11
2023-12-09,1,12
2023-12-10,1,15
2023-12-11,1,12
2023-12-12,1,11
2023-12-13,1,12
2023-12-14,1,10
2023-12-15,1,12
2023-12-16,1,11
2023-12-17,1,16
2023-12-18,1,18
2023-12-19,1,14
2023-12-20,1,16
2023-12-21,1,13
2023-12-22,1,8
2023-12-23,1,11
2023-12-24,1,16
2023-12-25,1,14
2023-12-26,1,19
2023-12-27,1,15
2023-12-28,1,14
2023-12-29,1,11
2023-12-30,1,11
2023-12-31,1,11
2020-01-01,3,8
2020-01-02,3,7
2020-01-03,3,9
2020-01-04,3,8
2020-01-05,3,8
2020-01-06,3,11
2020-01-07,3,9
2020-01-08,3,14
2020-01-09,3,11
2020-01-10,3,9
2020-01-11,3,8
2020-01-12,3,9
2020-01-13,3,12
2020-01-14,3,12
2020-01-15,3,12
2020-01-16,3,12
2020-01-17,3,10
2020-01-18,3,6
2020-01-19,3,14
2020-01-20,3,9
2020-01-21,3,12
2020-01-22,3,9
2020-01-23,3,11
2020-01-24,3,10
2020-01-25,3,5
2020-01-26,3,10
2020-01-27,3,6
2020-01-28,3,9
2020-01-29,3,8
2020-01-30,3,7
2020-01-31,3,11
2020-02-01,3,4
2020-02-02,3,14
2020-02-03,3,11
2020-02-04,3,8
2020-02-05,3,8
2020-02-06,3,12
2020-02-07,3,10
2020-02-08,3,3
2020-02-09,3,10
2020-02-10,3,7
2020-02-11,3,13
2020-02-12,3,13
2020-02-13,3,12
2020-02-14,3,8
2020-02-15,3,8
2020-02-16,3,11
2020-02-17,3,13
2020-02-18,3,8
2020-02-19,3,8
2020-02-20,3,12
2020-02-21,3,10
2020-02-22,3,5
2020-02-23,3,9
2020-02-24,3,8
2020-02-25,3,9
2020-02-26,3,9
2020-02-27,3,11
2020-02-28,3,10
2020-02-29,3,3
2020-03-01,3,6
2020-03-02,3,7
2020-03-03,3,8
2020-03-04,3,8
2020-03-05,3,9
2020-03-06,3,7
2020-03-07,3,7
2020-03-08,3,11
2020-03-09,3,7
2020-03-10,3,8
2020-03-11,3,10
2020-03-12,3,9
2020-03-13,3,3
2020-03-14,3,5
2020-03-15,3,7
2020-03-16,3,9
2020-03-17,3,10
2020-03-18,3,13
2020-03-19,3,8
2020-03-20,3,8
2020-03-21,3,6
2020-03-22,3,8
2020-03-23,3,8
2020-03-24,3,6
2020-03-25,3,8
2020-03-26,3,10
2020-03-27,3,8
2020-03-28,3,6
2020-03-29,3,11
2020-03-30,3,9
2020-03-31,3,11
2020-04-01,3,15
2020-04-02,3,15
2020-04-03,3,9
2020-04-04,3,8
2020-04-05,3,12
2020-04-06,3,8
2020-04-07,3,10
2020-04-08,3,8
2020-04-09,3,7
2020-04-10,3,8
2020-04-11,3,9
2020-04-12,3,13
2020-04-13,3,14
2020-04-14,3,11
2020-04-15,3,8
2020-04-16,3,10
2020-04-17,3,6
2020-04-18,3,16
2020-04-19,3,21
2020-04-20,3,16
2020-04-21,3,9
2020-04-22,3,8
2020-04-23,3,12
2020-04-24,3,4
2020-04-25,3,12
2020-04-26,3,13
2020-04-27,3,12
2020-04-28,3,8
2020-04-29,3,7
2020-04-30,3,13
2020-05-01,3,8
2020-05-02,3,9
2020-05-03,3,13
2020-05-04,3,17
2020-05-05,3,13
2020-05-06,3,13
2020-05-07,3,10
2020-05-08,3,10
2020-05-09,3,8
2020-05-10,3,9
2020-05-11,3,12
2020-05-12,3,12
2020-05-13,3,9
2020-05-14,3,15
2020-05-15,3,8
2020-05-16,3,11
2020-05-17,3,15
2020-05-18,3,14
2020-05-19,3,11
2020-05-20,3,16
2020-05-21,3,9
2020-05-22,3,6
2020-05-23,3,6
2020-05-24,3,8
2020-05-25,3,10
2020-05-26,3,8
2020-05-27,3,13
2020-05-28,3,7
2020-05-29,3,2
2020-05-30,3,9
2020-05-31,3,14
2020-06-01,3,11
2020-06-02,3,11
2020-06-03,3,11
2020-06-04,3,11
2020-06-05,3,8
2020-06-06,3,7
2020-06-07,3,12
2020-06-08,3,11
2020-06-09,3,16
2020-06-10,3,13
2020-06-11,3,10
2020-06-12,3,7
2020-06-13,3,8
2020-06-14,3,9
2020-06-15,3,16
2020-06-16,3,8
2020-06-17,3,12
2020-06-18,3,10
2020-06-19,3,12
2020-06-20,3,9
2020-06-21,3,15
2020-06-22,3,10
2020-06-23,3,11
2020-06-24,3,12
2020-06-25,3,13
2020-06-26,3,16
2020-06-27,3,11
2020-06-28,3,17
2020-06-29,3,16
2020-06-30,3,10
2020-07-01,3,11
2020-07-02,3,11
2020-07-03,3,6
2020-07-04,3,7
2020-07-05,3,17
2020-07-06,3,19
2020-07-07,3,12
2020-07-08,3,14
2020-07-09,3,15
2020-07-10,3,10
2020-07-11,3,8
2020-07-12,3,14
2020-07-13,3,14
2020-07-14,3,11
2020-07-15,3,14
2020-07-16,3,11
2020-07-17,3,12
2020-07-18,3,4
2020-07-19,3,13
2020-07-20,3,9
2020-07-21,3,12
2020-07-22,3,11
2020-07-23,3,8
2020-07-24,3,8
2020-07-25,3,7
2020-07-26,3,11
2020-07-27,3,14
2020-07-28,3,13
2020-07-29,3,14
2020-07-30,3,10
2020-07-31,3,9
2020-08-01,3,7
2020-08-02,3,13
2020-08-03,3,13
2020-08-04,3,13
2020-08-05,3,19
2020-08-06,3,12
2020-08-07,3,13
2020-08-08,3,8
2020-08-09,3,10
2020-08-10,3,15
2020-08-11,3,11
2020-08-12,3,12
2020-08-13,3,9
2020-08-14,3,14
2020-08-15,3,7
2020-08-16,3,9
2020-08-17,3,18
2020-08-18,3,9
2020-08-19,3,12
2020-08-20,3,13
2020-08-21,3,5
2020-08-22,3,10
2020-08-23,3,12
2020-08-24,3,13
2020-08-25,3,9
2020-08-26,3,12
2020-08-27,3,8
2020-08-28,3,10
2020-08-29,3,7
2020-08-30,3,11
2020-08-31,3,9
2020-09-01,3,11
2020-09-02,3,15
2020-09-03,3,8
2020-09-04,3,8
2020-09-05,3,7
2020-09-06,3,12
2020-09-07,3,9
2020-09-08,3,3
2020-09-09,3,5
2020-09-10,3,5
2020-09-11,3,7
2020-09-12,3,11
2020-09-13,3,13
2020-09-14,3,12
2020-09-15,3,6
2020-09-16,3,14
2020-09-17,3,12
2020-09-18,3,8
2020-09-19,3,6
2020-09-20,3,11
2020-09-21,3,13
2020-09-22,3,13
2020-09-23,3,10
2020-09-24,3,13
2020-09-25,3,14
2020-09-26,3,6
2020-09-27,3,11
2020-09-28,3,4
2020-09-29,3,6
2020-09-30,3,14
2020-10-01,3,12
2020-10-02,3,8
2020-10-03,3,10
2020-10-04,3,11
2020-10-05,3,10
2020-10-06,3,8
2020-10-07,3,10
2020-10-08,3,13
2020-10-09,3,9
2020-10-10,3,11
2020-10-11,3,9
2020-10-12,3,14
2020-10-13,3,11
2020-10-14,3,13
2020-10-15,3,12
2020-10-16,3,8
2020-10-17,3,11
2020-10-18,3,12
2020-10-19,3,14
2020-10-20,3,7
2020-10-21,3,9
2020-10-22,3,12
2020-10-23,3,7
2020-10-24,3,8
2020-10-25,3,13
2020-10-26,3,10
2020-10-27,3,10
2020-10-28,3,16
2020-10-29,3,11
2020-10-30,3,11
2020-10-31,3,8
2020-11-01,3,14
2020-11-02,3,10
2020-11-03,3,14
2020-11-04,3,14
2020-11-05,3,8
2020-11-06,3,7
2020-11-07,3,6
2020-11-08,3,11
2020-11-09,3,11
2020-11-10,3,11
2020-11-11,3,11
2020-11-12,3,12
2020-11-13,3,11
2020-11-14,3,9
2020-11-15,3,10
2020-11-16,3,12
2020-11-17,3,16
2020-11-18,3,12
2020-11-19,3,15
2020-11-20,3,9
2020-11-21,3,8
2020-11-22,3,18
2020-11-23,3,15
2020-11-24,3,8
2020-11-25,3,11
2020-11-26,3,8
2020-11-27,3,10
2020-11-28,3,6
2020-11-29,3,15
2020-11-30,3,11
2020-12-01,3,12
2020-12-02,3,12
2020-12-03,3,12
2020-12-04,3,7
2020-12-05,3,5
2020-12-06,3,14
2020-12-07,3,15
2020-12-08,3,11
2020-12-09,3,13
2020-12-10,3,16
2020-12-11,3,9
2020-12-12,3,12
2020-12-13,3,12
2020-12-14,3,9
2020-12-15,3,14
2020-12-16,3,11
2020-12-17,3,9
2020-12-18,3,8
2020-12-19,3,10
2020-12-20,3,13
2020-12-21,3,11
2020-12-22,3,12
2020-12-23,3,13
2020-12-24,3,11
2020-12-25,3,6
2020-12-26,3,8
2020-12-27,3,15
2020-12-28,3,12
2020-12-29,3,12
2020-12-30,3,16
2020-12-31,3,13
2021-01-01,3,13
2021-01-02,3,10
2021-01-03,3,17
2021-01-04,3,15
2021-01-05,3,15
2021-01-06,3,19
2021-01-07,3,11
2021-01-08,3,7
2021-01-09,3,7
2021-01-10,3,21
2021-01-11,3,10
2021-01-12,3,14
2021-01-13,3,11
2021-01-14,3,9
2021-01-15,3,8
2021-01-16,3,7
2021-01-17,3,9
2021-01-25,3,1
2021-01-26,3,1
2021-03-25,3,8
2021-03-26,3,5
2021-03-27,3,5
2021-03-28,3,5
2021-03-29,3,6
2021-03-30,3,5
2021-03-31,3,9
2021-04-01,3,9
2021-04-02,3,5
2021-04-03,3,2
2021-04-04,3,7
2021-04-05,3,11
2021-04-06,3,4
2021-04-07,3,7
2021-04-08,3,12
2021-04-09,3,5
2021-04-10,3,4
2021-04-11,3,6
2021-04-12,3,9
2021-04-13,3,5
2021-04-14,3,10
2021-04-15,3,4
2021-04-16,3,8
2021-04-17,3,7
2021-04-18,3,6
2021-04-19,3,7
2021-04-20,3,4
2021-04-22,3,12
2021-04-23,3,5
2021-04-24,3,4
2021-04-25,3,3
2021-04-26,3,9
2021-04-27,3,3
2021-04-28,3,13
2021-04-29,3,7
2021-04-30,3,7
2021-05-01,3,6
2021-05-02,3,10
2021-05-03,3,10
2021-05-04,3,9
2021-05-05,3,4
2021-05-06,3,8
2021-05-07,3,11
2021-05-08,3,6
2021-05-09,3,9
2021-05-10,3,8
2021-05-11,3,10
2021-05-12,3,9
2021-05-13,3,9
2021-05-14,3,6
2021-05-15,3,6
2021-05-16,3,4
2021-05-17,3,7
2021-05-18,3,13
2021-05-19,3,10
2021-05-20,3,13
2021-05-21,3,13
2021-05-22,3,6
2021-05-23,3,8
2021-05-24,3,12
2021-05-25,3,10
2021-05-26,3,10
2021-05-27,3,14
2021-05-28,3,7
2021-05-29,3,8
2021-05-30,3,14
2021-05-31,3,11
2021-06-01,3,11
2021-06-02,3,11
2021-06-03,3,7
2021-06-04,3,8
2021-06-05,3,5
2021-06-06,3,6
2021-06-07,3,13
2021-06-08,3,11
2021-06-09,3,10
2021-06-10,3,12
2021-06-11,3,9
2021-06-12,3,8
2021-06-13,3,9
2021-06-14,3,12
2021-06-15,3,10
2021-06-16,3,14
2021-06-17,3,9
2021-06-18,3,7
2021-06-19,3,8
2021-06-20,3,4
2021-06-21,3,17
2021-06-22,3,11
2021-06-23,3,7
2021-06-24,3,7
2021-06-25,3,9
2021-06-26,3,6
2021-06-27,3,10
2021-06-28,3,8
2021-06-29,3,6
2021-06-30,3,14
2021-07-01,3,11
2021-07-02,3,8
2021-07-03,3,9
2021-07-04,3,1
2021-07-05,3,12
2021-07-06,3,9
2021-07-07,3,14
2021-07-08,3,4
2021-07-09,3,8
2021-07-10,3,1
2021-07-11,3,8
2021-07-12,3,10
2021-07-13,3,7
2021-07-14,3,9
2021-07-15,3,8
2021-07-16,3,8
2021-07-17,3,4
2021-07-18,3,7
2021-07-19,3,9
2021-07-21,3,1
2021-07-23,3,1
2021-07-24,3,1
2021-09-03,3,1
2021-09-11,3,1
2021-09-20,3,2
2021-09-21,3,1
2021-09-22,3,1
2021-09-26,3,1
2021-09-27,3,2
2021-09-28,3,4
2021-09-29,3,2
2021-09-30,3,6
2021-10-01,3,2
2021-10-02,3,9
2021-10-03,3,14
2021-10-04,3,5
2021-10-05,3,13
2021-10-06,3,16
2021-10-07,3,10
2021-10-08,3,12
2021-10-09,3,9
2021-10-10,3,18
2021-10-11,3,12
2021-10-12,3,13
2021-10-13,3,15
2021-10-14,3,17
2021-10-15,3,12
2021-10-16,3,11
2021-10-17,3,17
2021-10-18,3,16
2021-10-19,3,19
2021-10-20,3,13
2021-10-21,3,14
2021-10-22,3,10
2021-10-23,3,9
2021-10-24,3,18
2021-10-25,3,11
2021-10-26,3,16
2021-10-27,3,10
2021-10-28,3,9
2021-10-29,3,9
2021-10-30,3,8
2021-10-31,3,14
2021-11-01,3,11
2021-11-02,3,12
2021-11-03,3,13
2021-11-04,3,6
2021-11-05,3,9
2021-11-06,3,8
2021-11-07,3,13
2021-11-08,3,11
2021-11-09,3,11
2021-11-10,3,13
2021-11-11,3,7
2021-11-12,3,9
2021-11-13,3,8
2021-11-14,3,13
2021-11-15,3,11
2021-11-16,3,11
2021-11-17,3,11
2021-11-18,3,9
2021-11-19,3,4
2021-11-20,3,7
2021-11-21,3,11
2021-11-22,3,13
2021-11-23,3,12
2021-11-24,3,13
2021-11-25,3,13
2021-11-26,3,9
2021-11-27,3,7
2021-11-28,3,14
2021-11-29,3,11
2021-11-30,3,15
2021-12-01,3,8
2021-12-02,3,10
2021-12-03,3,7
2021-12-04,3,10
2021-12-05,3,11
2021-12-06,3,14
2021-12-07,3,19
2021-12-08,3,10
2021-12-09,3,10
2021-12-10,3,8
2021-12-11,3,9
2021-12-12,3,14
2021-12-13,3,14
2021-12-14,3,12
2021-12-15,3,9
2021-12-16,3,11
2021-12-17,3,10
2021-12-18,3,6
2021-12-19,3,14
2021-12-20,3,10
2021-12-21,3,12
2021-12-22,3,8
2021-12-23,3,11
2021-12-24,3,7
2021-12-25,3,8
2021-12-26,3,15
2021-12-27,3,8
2021-12-28,3,9
2021-12-29,3,9
2021-12-30,3,10
2021-12-31,3,9
2022-01-01,3,11
2022-01-02,3,15
2022-01-03,3,16
2022-01-04,3,13
2022-01-05,3,15
2022-01-06,3,15
2022-01-07,3,11
2022-01-08,3,10
2022-01-09,3,14
2022-01-10,3,18
2022-01-11,3,13
2022-01-12,3,13
2022-01-13,3,15
2022-01-14,3,9
2022-01-15,3,9
2022-01-16,3,16
2022-01-17,3,11
2022-01-18,3,13
2022-01-19,3,4
2022-01-20,3,8
2022-01-24,3,1
2022-02-02,3,4
2022-02-03,3,9
2022-02-04,3,1
2022-02-06,3,12
2022-02-07,3,21
2022-02-08,3,18
2022-02-09,3,17
2022-02-10,3,20
2022-02-11,3,8
2022-02-12,3,11
2022-02-13,3,12
2022-02-14,3,17
2022-02-15,3,16
2022-02-16,3,13
2022-02-17,3,15
2022-02-18,3,11
2022-02-19,3,10
2022-02-20,3,13
2022-02-21,3,16
2022-02-22,3,11
2022-02-23,3,13
2022-02-24,3,13
2022-02-25,3,11
2022-02-26,3,8
2022-02-27,3,19
2022-02-28,3,14
2022-03-01,3,17
2022-03-02,3,15
2022-03-03,3,12
2022-03-04,3,7
2022-03-05,3,10
2022-03-06,3,16
2022-03-07,3,20
2022-03-08,3,16
2022-03-09,3,12
2022-03-10,3,17
2022-03-11,3,11
2022-03-12,3,6
2022-03-13,3,11
2022-03-14,3,10
2022-03-15,3,14
2022-03-16,3,10
2022-03-17,3,9
2022-03-18,3,8
2022-03-19,3,7
2022-03-20,3,13
2022-03-21,3,12
2022-03-22,3,12
2022-03-23,3,12
2022-03-24,3,15
2022-03-25,3,8
2022-03-26,3,11
2022-03-27,3,11
2022-03-28,3,14
2022-03-29,3,14
2022-03-30,3,19
2022-03-31,3,12
2022-04-01,3,9
2022-04-02,3,8
2022-04-03,3,14
2022-04-04,3,15
2022-04-05,3,13
2022-04-06,3,13
2022-04-07,3,13
2022-04-08,3,10
2022-04-09,3,9
2022-04-10,3,15
2022-04-11,3,10
2022-04-12,3,11
2022-04-13,3,7
2022-04-14,3,8
2022-04-15,3,8
2022-04-16,3,6
2022-04-17,3,14
2022-04-18,3,10
2022-04-19,3,13
2022-04-20,3,15
2022-04-21,3,11
2022-04-22,3,10
2022-04-23,3,11
2022-04-24,3,16
2022-04-25,3,12
2022-04-26,3,15
2022-04-27,3,12
2022-04-28,3,16
2022-04-29,3,9
2022-04-30,3,11
2022-05-01,3,14
2022-05-02,3,15
2022-05-03,3,17
2022-05-04,3,15
2022-05-05,3,7
2022-05-06,3,12
2022-05-07,3,16
2022-05-08,3,18
2022-05-09,3,8
2022-05-10,3,12
2022-05-11,3,14
2022-05-12,3,9
2022-05-13,3,6
2022-05-14,3,8
2022-05-15,3,12
2022-05-16,3,16
2022-05-17,3,13
2022-05-18,3,9
2022-05-19,3,11
2022-05-20,3,11
2022-05-21,3,9
2022-05-22,3,14
2022-05-23,3,9
2022-05-24,3,16
2022-05-25,3,17
2022-05-26,3,11
2022-05-27,3,7
2022-05-28,3,7
2022-05-29,3,12
2022-05-30,3,12
2022-05-31,3,13
2022-06-01,3,13
2022-06-02,3,14
2022-06-03,3,8
2022-06-04,3,6
2022-06-05,3,11
2022-06-06,3,10
2022-06-07,3,12
2022-06-08,3,9
2022-06-09,3,18
2022-06-10,3,13
2022-06-11,3,9
2022-06-12,3,14
2022-06-13,3,11
2022-06-14,3,11
2022-06-15,3,14
2022-06-16,3,11
2022-06-17,3,12
2022-06-18,3,11
2022-06-19,3,18
2022-06-20,3,13
2022-06-21,3,15
2022-06-22,3,16
2022-06-23,3,11
2022-06-24,3,10
2022-06-25,3,8
2022-06-26,3,11
2022-06-27,3,13
2022-06-28,3,18
2022-06-29,3,11
2022-06-30,3,14
2022-07-01,3,11
2022-07-02,3,5
2022-07-03,3,11
2022-07-04,3,17
2022-07-05,3,13
2022-07-06,3,16
2022-07-07,3,14
2022-07-08,3,11
2022-07-09,3,8
2022-07-10,3,14
2022-07-11,3,11
2022-07-12,3,9
2022-07-13,3,13
2022-07-14,3,15
2022-07-15,3,9
2022-07-16,3,10
2022-07-17,3,16
2022-07-18,3,14
2022-07-19,3,14
2022-07-20,3,15
2022-07-21,3,10
2022-07-22,3,13
2022-07-23,3,6
2022-07-24,3,13
2022-07-25,3,12
2022-07-26,3,14
2022-07-27,3,13
2022-07-28,3,11
2022-07-29,3,11
2022-07-30,3,8
2022-07-31,3,12
2022-08-01,3,16
2022-08-02,3,9
2022-08-03,3,10
2022-08-04,3,14
2022-08-05,3,12
2022-08-06,3,10
2022-08-07,3,15
2022-08-08,3,13
2022-08-09,3,14
2022-08-10,3,14
2022-08-11,3,15
2022-08-12,3,13
2022-08-13,3,7
2022-08-14,3,11
2022-08-15,3,14
2022-08-16,3,15
2022-08-17,3,10
2022-08-18,3,13
2022-08-19,3,9
2022-08-20,3,7
2022-08-21,3,10
2022-08-22,3,15
2022-08-23,3,11
2022-08-24,3,9
2022-08-25,3,12
2022-08-26,3,6
2022-08-27,3,9
2022-08-28,3,9
2022-08-29,3,8
2022-08-30,3,10
2022-08-31,3,9
2022-09-01,3,12
2022-09-02,3,9
2022-09-03,3,8
2022-09-04,3,9
2022-09-05,3,10
2022-09-06,3,8
2022-09-07,3,13
2022-09-08,3,7
2022-09-09,3,11
2022-09-10,3,6
2022-09-11,3,16
2022-09-12,3,13
2022-09-13,3,13
2022-09-14,3,8
2022-09-15,3,9
2022-09-16,3,8
2022-09-17,3,10
2022-09-18,3,15
2022-09-19,3,16
2022-09-20,3,10
2022-09-21,3,8
2022-09-22,3,17
2022-09-23,3,7
2022-09-24,3,5
2022-09-25,3,8
2022-09-26,3,6
2022-09-27,3,8
2022-09-28,3,10
2022-09-29,3,13
2022-09-30,3,13
2022-10-01,3,6
2022-10-02,3,11
2022-10-03,3,14
2022-10-04,3,6
2022-10-05,3,8
2022-10-06,3,9
2022-10-07,3,13
2022-10-08,3,9
2022-10-09,3,6
2022-10-10,3,5
2022-10-11,3,11
2022-10-12,3,10
2022-10-13,3,8
2022-10-14,3,6
2022-10-15,3,8
2022-10-16,3,11
2022-10-17,3,8
2022-10-18,3,16
2022-10-19,3,12
2022-10-20,3,8
2022-10-21,3,8
2022-10-22,3,8
2022-10-23,3,9
2022-10-24,3,11
2022-10-25,3,12
2022-10-26,3,11
2022-10-27,3,13
2022-10-28,3,11
2022-10-29,3,6
2022-10-30,3,15
2022-10-31,3,13
2022-11-01,3,9
2022-11-02,3,11
2022-11-03,3,12
2022-11-04,3,9
2022-11-05,3,9
2022-11-06,3,9
2022-11-07,3,8
2022-11-08,3,15
2022-11-09,3,12
2022-11-10,3,8
2022-11-11,3,11
2022-11-12,3,6
2022-11-13,3,13
2022-11-14,3,11
2022-11-15,3,10
2022-11-16,3,11
2022-11-17,3,8
2022-11-18,3,8
2022-11-19,3,14
2022-11-20,3,10
2022-11-21,3,13
2022-11-22,3,10
2022-11-23,3,8
2022-11-24,3,10
2022-11-25,3,9
2022-11-26,3,7
2022-11-27,3,15
2022-11-28,3,14
2022-11-29,3,11
2022-11-30,3,11
2022-12-01,3,5
2022-12-02,3,12
2022-12-03,3,9
2022-12-04,3,13
2022-12-05,3,12
2022-12-06,3,7
2022-12-07,3,16
2022-12-08,3,12
2022-12-09,3,9
2022-12-10,3,9
2022-12-11,3,13
2022-12-12,3,13
2022-12-13,3,12
2022-12-14,3,13
2022-12-15,3,15
2022-12-16,3,8
2022-12-17,3,8
2022-12-18,3,16
2022-12-19,3,7
2022-12-20,3,10
2022-12-21,3,12
2022-12-22,3,16
2022-12-23,3,8
2022-12-24,3,10
2022-12-25,3,10
2022-12-26,3,10
2022-12-27,3,11
2022-12-28,3,13
2022-12-29,3,9
2022-12-30,3,13
2022-12-31,3,7
2023-01-01,3,13
2023-01-02,3,12
2023-01-03,3,11
2023-01-04,3,13
2023-01-05,3,15
2023-01-06,3,10
2023-01-07,3,8
2023-01-08,3,13
2023-01-09,3,13
2023-01-10,3,11
2023-01-11,3,13
2023-01-12,3,10
2023-01-13,3,10
2023-01-14,3,8
2023-01-15,3,14
2023-01-16,3,14
2023-01-17,3,13
